real 		 image
131328	5.665768934756211e-009
-256.0000000026146	41720.98980179281
-256.0000000012343	20859.70949287595
-256.000000000836	13905.60030214963
-256.0000000002751	10428.28387125327
-256.0000000005892	8341.68452220659
-256.0000000003545	6950.443690419856
-256.0000000003283	5956.55055798339
-256.0000000009678	5210.99971199645
-256.0000000002589	4631.010363997508
-256.000000000362	4166.914037743234
-256.0000000002036	3787.103518202433
-256.0000000006544	3470.507326042018
-256.0000000002187	3202.537511591293
-256.0000000004467	2972.774108526861
-255.999999999965	2773.575806093791
-256.0000000004094	2599.211619228162
-256.0000000000772	2445.299028066382
-256.0000000001392	2308.429404268153
-256.0000000001502	2185.911723778191
-255.9999999996792	2075.593165740635
-256.0000000002508	1975.730968891181
-255.9999999999941	1884.899236179291
-256.0000000003682	1801.920051248809
-255.9999999993011	1725.811815785201
-256.0000000007007	1655.749985911472
-256.0000000004197	1591.036869398838
-256.0000000000616	1531.078134622831
-256.000000000417	1475.36435331098
-256.0000000000321	1423.456362025884
-256.0000000003	1374.973551360396
-256.0000000002695	1329.58442173656
-255.9999999998886	1286.998909984153
-256.0000000003267	1246.962111103751
-255.9999999998409	1209.249107938299
-256.0000000003361	1173.660687191428
-256.0000000004483	1140.019769450123
-256.0000000000636	1108.168418107811
-256.000000000229	1077.9653205768
-255.9999999997754	1049.283656998232
-255.9999999989479	1022.009288645386
-256.0000000002189	996.0392114463995
-255.9999999998502	971.2802304227664
-256.0000000002186	947.6478190927802
-255.9999999991543	925.0651344151422
-256.0000000004002	903.4621630660834
-255.9999999997196	882.7749790805181
-256.0000000003219	862.9450962511563
-256.0000000001513	843.9189014878288
-256.0000000004255	825.6471575565861
-255.9999999996916	808.0845654890707
-256.0000000000331	791.1893784745571
-256.0000000005658	774.9230603055873
-256.000000000075	759.2499824835129
-256.0000000002845	744.1371549862307
-256.0000000004554	729.553986400301
-256.0000000001555	715.4720697577634
-255.9999999999455	701.8649909122453
-256.0000000003155	688.7081567434159
-256.0000000001979	675.978640827489
-256.0000000000688	663.6550445407156
